feature,score0,score1,score2,score3,score4,score_mean
3155,73.71570842314127,71.83652460218619,71.72641816760878,71.95184152626476,72.66768984498044,72.37963651283629
3173,7.494402142186397,9.254625924866511,8.819177089880277,8.272734320340213,9.049299488058312,8.578047793066341
3156,3.168531150661655,3.4349328734172277,4.40143670840914,3.4093400490127195,3.843665221867006,3.6515812006735495
3175,3.5445748286950507,3.8703563178980405,3.085207973878237,4.2434043970107975,3.038415573735008,3.5563918182434264
3171,2.1905349548768434,2.493990523418023,2.3719299386906156,1.5916216999729471,2.5537354357324555,2.2403625105381773
37,1.2651788222631923,1.6838578726321913,1.9648779986224691,1.8346214530351106,1.7520360445672822,1.700114438224049
3151,1.7613769472368095,1.2706762215252942,1.9281714219242125,1.8610494733403504,1.2702979492985094,1.6183144026650353
3157,1.1725662009996842,1.136621986998121,1.5595723910029138,1.4601028812500285,1.0606087895227934,1.2778944499547082
3159,0.8504936944394546,1.1845628368962768,0.03659947500190281,1.2752984425252796,0.6182548128994668,0.7930418523524762
34,0.7257593896633961,0.7044995402113668,0.7509364236297815,0.6510509167083035,0.6915378898720854,0.7047568320169868
3158,1.3524872732309392,0.30245234465505666,0.5777915384312495,0.6040642228815059,0.6751039441024427,0.7023798646602388
33,0.43958004241989257,0.4178886373423404,0.4866860228321076,0.3729508766896514,0.48293867757717407,0.4400088513722332
35,0.30870637515018073,0.3678771138933825,0.5038944349235986,0.3683397728418515,0.4259724588276233,0.3949580311273273
3161,0.15093638242658428,0.35490517908185143,0.14094585310489238,0.3530237717836941,0.4046283536900148,0.28088790801740743
729,0.2583711644359775,0.24328814476940067,0.10713799081641709,0.18482874885481695,0.19880567522163256,0.19848634481964894
3031,0.2740464931417038,0.14086981288934203,0.1362666481309425,0.005502306800028878,0.12271280487383843,0.13587961316717112
735,0.2434110760777251,0.09666244807652064,0.12975653112500965,0.07078121547200401,0.06709181923035622,0.12154061799632312
2777,0.025253922513697687,0.09165402606864365,0.1439372292290942,0.07381411349094846,0.07678799268688478,0.08228945679785375
169,0.03989488693858306,0.10293358270339494,0.08742891516360614,0.05806460978850532,0.08940462988727935,0.07554532489627375
886,0.13561967660359323,0.049831818673217745,0.07184463332974378,0.10812113043201768,0.001558673456460012,0.07339518649900649
1532,0.1610957268657074,0.04208951999679075,5.0537302085802486e-05,8.181410944839677e-05,0.15007763166788493,0.07067904598838345
778,0.0006516152170825861,0.09717519625547474,0.13074767334827567,0.11359163983937703,0.0012765487726612856,0.06868853468657427
983,0.06367908641922979,0.0626378910261513,0.10170115814483098,0.11095829030901024,0.00023846181263012438,0.06784297754237048
3172,0.051163613152622564,0.08317788842337967,0.05558078235826204,0.08510646812575873,0.045087615202101056,0.0640232734524248
36,0.043437175314960136,0.04214860758413754,0.059426763955684185,0.041443953231305716,0.0442195326863029,0.0461352065544781
1813,1.3331529636773987e-07,0.07586265890864319,0.07475681274258172,0.07942434984005799,2.491933506525855e-07,0.046008840799985976
2783,0.04202045090855582,0.024944806338558674,0.028644075590550197,0.0662251057970818,0.05162409440542665,0.04269170660803463
1753,0.051752643674694496,0.020428652212760995,3.839981081986911e-05,0.1342118907388066,0.006679345815994967,0.042622186450615385
14,0.02985747664854458,0.029174153609699757,0.05902804860735732,0.026826978192906192,0.04999249676949212,0.038975830765599996
20,0.025287662882102435,0.04388457992024861,0.026936942609784385,0.04812754151694757,0.02831351510383179,0.034510048406582956
3081,0.027620800467370525,0.03693656506932185,0.036909665298369865,0.03404938066329613,0.035281417183530506,0.034159565736377774
3174,0.021876535692821802,0.03248536702599267,0.04449549421598873,0.03770788152787336,0.03165479823753586,0.03364401534004248
2217,0.043288358441906996,0.030269601572080872,0.0222412039646906,0.04597646749490922,0.022453180322562622,0.03284576235923006
23,0.028037349459802387,0.03267681073805397,0.02794218585600789,0.03766781209778462,0.02707018002826304,0.030678867635982383
1766,4.81519323130998e-07,0.06019189467560694,2.9361600466612854e-07,9.979124667448748e-08,0.0640311000957081,0.024844773939577902
2934,0.0003938101867169698,0.0002724905040867678,0.03914782343140829,0.04013758844889015,0.04241514068767885,0.024473370651756206
1759,0.0004208711921951718,0.018972778209142702,0.00015999244415075523,0.024209953323791125,0.050524136010374004,0.018857546235930753
1910,0.00031892640606249437,0.025690130826372285,0.05899791921688556,0.0005438560507428042,8.43854415828775e-05,0.017127043588329206
1014,0.015074266269504847,0.013874367154903968,0.01613630190034908,0.02097585230069706,0.017383328293759735,0.01668882318384294
1596,1.782014374289142e-07,1.0133250233769492e-07,7.77290832622893e-08,0.07664959800457878,1.5687555198338627e-07,0.015330022428630758
29,0.017067333010046204,0.013372274633527666,0.01601539318670524,0.014310776877567342,0.01555934099137579,0.015265023739844447
28,0.06482545299653467,0.003115340900093448,0.001887137347353568,0.0028260998321219676,0.0016760159980922103,0.014866009414839173
1196,0.015100947145866487,0.017943849680900365,4.1093930021906585e-06,0.02173948814049754,0.016318772246504833,0.014221433321354282
1193,0.02211222824053174,0.01833495800089503,0.008976213862750573,0.017734151253828143,0.00013189395568633474,0.013457889062738362
508,0.0015363780466287344,0.00017087870446606636,0.02724020568920042,0.0005241550615583075,0.019682767927915665,0.00983087708595384
1418,0.007917962840303761,3.2565122773484043e-07,0.013712103119715408,0.015329522648755017,0.010423000403835274,0.009476582932767439
2098,1.8152536920253222e-07,3.1420564752334523e-07,3.865297670111229e-06,8.51192032381479e-07,0.04094615663198075,0.008190273770539994
457,0.0061713234859070085,0.007418033617291196,0.00750288370069514,0.009048368798387666,0.009816128093830102,0.007991347539222222
774,0.008237927564551622,0.006938397092539842,0.006764025597275106,0.00924726563465508,0.00744010582566046,0.0077255443429364214
18,0.011088840846567522,0.0013543547089991004,0.010344067299212228,0.014255431540761554,0.0006370557615085748,0.007535950031409796
11,0.004416876337102423,0.0036171004496119326,0.006230041627873985,0.011193627086001336,0.0036974849839291443,0.005831026096903764
1028,2.0939190963452386e-07,0.007090775099501929,0.008002104151723796,0.006473780653912104,0.006547833820379149,0.005622940623485322
1903,4.0701582936248586e-07,8.819142755785747e-08,8.480667401756432e-08,0.02666031809897059,3.7541718276726124e-07,0.005332254706016859
859,0.013171786799571247,1.4146048363286998e-06,7.860823458012473e-07,7.923899568792834e-07,0.01257751204306164,0.005150458383954379
16,0.004883471534686984,0.004014388892417414,0.007204858816243756,0.00226628855552655,0.0028804648450438623,0.004249894528783714
3169,0.0036497865152646906,0.00231197504961521,0.0038956622337738608,0.006132922711348407,0.00255877045352611,0.003709823392705656
207,0.003518441994801322,0.004127139230503985,0.0025969213804860757,0.003782511721171921,0.003292597772837988,0.0034635224199602585
3154,0.0029841462975460724,0.003233034046033227,0.002570709477712289,0.0036042079288553398,0.003360071367463795,0.003150433823522145
512,0.010607539793502126,3.982747413843332e-05,0.0044398573176573485,3.896918088478528e-05,8.098917120959951e-05,0.0030414365874784585
393,0.0005250272050294423,0.00038155050565609656,0.0006208157141765405,0.0008465237293300467,0.012434074751067736,0.0029615983810519723
27,0.002024918096340136,0.0039128968228814434,0.0029588540556284883,0.002844977638532516,0.0026234462621105696,0.002873018575098631
3170,0.0019002325805209715,0.0025050539323534116,0.004142563068016935,0.003406709255681744,0.0010006957704110258,0.0025910509213968175
1777,6.704648390212809e-05,0.012035022206329385,6.877620387965978e-05,0.0005792114810559218,3.279445569994541e-05,0.002556570166173408
869,0.0006170026656543424,0.007401458791115032,0.0009118953706227843,0.00211745185626785,0.0012823170883432577,0.002466025154400653
31,0.00194011828620064,0.003544997801273442,0.002885676215471491,0.0014701969030249506,0.002330801058402424,0.0024343580528745894
24,0.00250247478785905,0.002393497349629833,0.0003673272034451876,0.0034351145495827543,0.0024149888883989263,0.0022226805557831507
3153,0.00673183656302816,0.0010935708964515687,0.00115349068330444,0.001175180333198455,0.0009390802434563839,0.0022186317438878016
3111,5.189814751806012e-08,3.724588333574807e-07,1.4165565605308337e-07,3.321550935530754e-07,0.01037054148893294,0.0020742879313326843
3176,0.0018066376624519913,0.0019889409615925745,0.005270200254230814,0.0004439058690798033,0.0007849234801268494,0.0020589216454964063
2160,0.0023222786864531687,0.0018089278613379015,6.539713240985285e-05,0.0032755674883698017,0.0026124899292536393,0.002016932219564873
226,0.006667582891941899,0.00013194901693610933,0.00010665069910305949,0.0002567217122329003,0.002519271871075224,0.0019364352382578384
3168,0.002579656635540189,0.0012789291873150385,0.0013805305322915043,0.0015040983705296173,0.0013182041959138736,0.0016122837843180443
25,0.0006790234809104495,0.0013530895270805652,0.0012702329666171542,0.0018308634218816735,0.002752755538774772,0.001577192987052923
30,0.0016244156808351447,0.0002816605006157417,0.0013838277952086656,0.0023038480054179173,0.0018839655776187335,0.0014955435119392406
702,0.0012825433008257145,0.0016965133637756806,0.0012618540846586193,0.0016717307863991255,0.0012669503584195778,0.0014359183788157435
112,0.0013760957455666906,0.0008690073493858912,0.003400289963518793,0.0007225035584086645,0.0006858699135356575,0.0014107533060831391
3166,0.0010259887641720204,0.0015909520853506396,0.0012830391130378791,0.001988323938570491,0.0011563921923368103,0.0014089392186935681
3152,0.0012618303372367876,0.0015632921938614876,0.0013180083311887462,0.0014236579968052879,0.000967052484227401,0.001306768268663942
3062,1.2534980320830825e-05,0.005291586078158927,0.0010578792173826879,8.888976961351285e-06,1.8340766466894477e-05,0.0012778460038581382
6,0.0011998545178503143,0.001574327482121486,0.0010978824605782642,0.0010919686373977795,0.0013909569072782573,0.0012709980010452203
753,0.0028054265356721635,0.0011649969654849626,8.643208854668926e-05,0.00045318569683377535,0.0014092384122132403,0.0011838559397501663
1896,2.0288702588967303e-07,7.456279252997555e-07,0.0016550963224219093,0.0015845058904346975,0.0022857845161412937,0.0011052670487898182
3167,0.0007503683557350438,0.0011617746754108383,0.001153008379911352,0.0013808018192345013,0.0007652736433585422,0.0010422453747300554
