feature,score0,score1,score2,score3,score4,score_mean
25,10.81167489703152,10.816744880659735,10.852687764358686,10.764291883857052,10.906860439556096,10.830451973092618
3175,4.87613769968257,5.426074568037981,5.256763501988582,5.431584812164231,5.30990318188272,5.260092752751217
16,4.781915906964941,4.328056276606175,4.8736936346219215,4.2752393369329384,5.008119804828175,4.653404991990831
3157,4.540872401104423,3.974282719063715,4.412242316960594,4.3163003791484575,4.142216470991193,4.277182857453677
1014,5.060579101881922,4.029901499694742,3.6144028878612264,4.0841058549514875,4.089007555529533,4.175599379983782
3174,3.1225347677964628,3.5867011617329556,3.052043998323251,3.4275707655187464,3.1923559495390226,3.2762413285820875
3159,3.061908838242628,3.29039129628731,3.471613450699756,3.247549490531929,3.2827062349359317,3.2708338621395106
28,2.548812412811512,2.7257663524301536,2.783742748785425,2.375399968212746,2.428119994168855,2.572368295281738
928,2.4423435577429684,2.60021710314452,2.8326880065481617,2.5548717215896533,2.124852281890935,2.510994534183248
23,2.52297550864542,2.5153196231118855,2.677480925361403,2.374963453052179,2.412076556029636,2.5005632132401048
34,2.1750642280465673,2.421008305664344,2.190337944700874,3.0399860334656204,2.5277556310834193,2.4708304285921647
3158,1.7420033111064983,1.890404951990531,2.120443579500976,1.8680642034270285,2.0930719487879874,1.942797598962604
3156,1.9334496873036224,2.15179265216059,1.6429347580453144,1.926792660322993,1.7388464472151508,1.878763241009534
24,1.810594224533699,1.8651687252711706,2.0147002125923352,1.6803089237358293,1.7191525122345988,1.8179849196735265
20,1.5416647670219463,1.4406102926633302,1.771484245070129,1.4704227412065325,1.5255845717342749,1.5499533235392426
512,1.5931853421155477,1.6954334467798866,1.4846946407915684,1.5855001352593823,1.3610546549459028,1.5439736439784575
169,1.4480217687546175,1.2595456420377136,2.0994277905631056,1.1196677264152468,1.7290709666925583,1.5311467788926483
3172,1.3527026205963835,1.4019324336993333,1.4405069761357818,1.2669789351910545,1.3177668686057018,1.355977566845651
29,1.3097430149682923,1.5892868540612468,1.227141843329032,1.1559142567860303,1.4592915914924556,1.3482755121274113
3155,1.3253040789592687,1.5237917342603915,1.2000450626447035,1.3290900975130333,1.237954471792498,1.3232370890339789
457,1.5787453730160064,0.8940105428248091,1.0577435868636813,1.7294817145758714,1.2891134025492303,1.3098189239659195
729,1.4259533490608534,1.3885054581108507,1.427456883405491,0.9499993524346244,1.109224837012004,1.2602279760047648
2217,0.9001862460390896,1.2700842255906213,1.0334577123537194,1.5820294411605487,0.9058451082456744,1.1383205466779305
14,1.3082572710240457,1.2190893980743576,0.9151573217041125,1.15214967863677,0.8519230670268905,1.089315347293235
3062,0.1974849211373125,0.7220124965525119,1.5154239302290535,1.6132433292063464,0.9562409354707846,1.0008811225192018
12,0.981670778036683,0.9276306722636534,0.8953587428550065,0.8417809714355807,0.9151896213488344,0.9123261571879515
2976,1.010217054634088,0.9900027454898326,0.6156812741523624,0.7803109077477253,1.154936475637728,0.9102296915323471
15,0.9027108143653767,0.848101472718473,0.9487204704880309,0.8567120518254756,0.8474936000822536,0.880747681895922
435,0.8817163793555883,0.9910402194092646,0.7494476533428686,0.9943436027007506,0.6901614061104165,0.8613418521837776
3160,0.7723092414440327,0.8210704971929332,0.8301229710101267,0.7327426869638157,0.7627772078979971,0.783804520901781
3161,0.7837747835589176,0.8493164625735157,0.7711919702711079,0.8667561574707722,0.6402175964732087,0.7822513940695044
3176,0.8129176662116623,0.7462906717880896,0.6912765226814309,0.7514512794090873,0.7677812402782669,0.7539434760737074
3166,0.7636384110740628,0.7489991878048807,0.7549995018631527,0.7606465074540834,0.7402830768078724,0.7537133370008104
3154,0.7392271507297131,0.6978350626597374,0.6940455838954281,0.695692687036255,0.7183218442956797,0.7090244657233626
200,0.732193360602021,0.6879631715141485,0.7672046734999637,0.6862396305274308,0.6423014859969403,0.7031804644281008
18,0.7240885618274773,0.6240081164419423,0.6303734640949551,0.6297271374332977,0.7264863084998633,0.6669367176595071
