feature,score0,score1,score2,score3,score4,score_mean
3161,44.13303371041403,44.655922384416336,43.975527394342386,46.08708066166083,44.452801269993856,44.66087308416549
3155,25.44744011349957,25.604151856914243,25.23444269794882,25.213603962179274,24.96821901857489,25.29357152982336
3173,7.697306100266986,7.428429318007346,8.083785779376722,7.696323949439102,7.981474528878151,7.777463935193661
3157,3.3549000875933346,3.7287057440746043,4.113215462026369,3.178982787867236,3.371794787550624,3.5495197738224333
8,3.1924722541838673,2.734308087178278,3.0433330181597893,2.654211212736169,3.024979222776596,2.9298607590069397
3172,2.4313716280636433,2.7253811597964193,2.5884641717713945,2.421004125749192,2.551121774878811,2.543468572051892
6,2.4605800125389825,2.2129505578430715,2.6983943606227143,2.5211730424593517,2.729181756557247,2.5244559460042733
3158,2.4887820048729865,2.1091984869256915,1.5248789637151294,2.220967069820996,2.052609360524562,2.079287177171873
3151,1.1552159974350533,1.460369159316192,1.4532438395445486,1.0415159501140754,1.073806355199926,1.236830260321959
1136,1.005972536226812,0.7263318597136895,0.6277679140406993,0.7214333709248272,0.22614230604031577,0.6615295973892686
112,0.551948550822329,0.7170199674428857,0.609845295703813,0.23995167165788583,1.1517671278798136,0.6541065227013455
3175,0.6808129303685719,0.7827481572357416,0.5649313756617832,0.3584192118001455,0.5959720759736297,0.5965767502079744
3174,0.44752441686148836,0.4093083607958085,0.478423848164648,0.3927596826088589,0.40830278423525185,0.4272638185332111
3171,0.35183716435358886,0.3385809163670173,0.3913058280508277,0.4423018064124378,0.5131192717461609,0.40742899738600646
23,0.3249355475445294,0.32131210084967865,0.2981723937874037,0.28834622276952726,0.29802203475234995,0.30615765994069777
34,0.29574460484664084,0.293954290771757,0.29201152987132545,0.33887343967822303,0.2992565806952163,0.3039680891726325
14,0.25827046190412983,0.1771095920781791,0.2546971372613762,0.3836495149400982,0.3456109461968152,0.2838675304761197
753,0.2660136825111112,0.4192536542545365,0.28939163531702583,0.23821192328594756,0.18205644769546486,0.2789854686128172
12,0.08659048423031898,0.2756755054133846,0.06974986565970304,0.41376049827485345,0.33721412931259787,0.2365980965781716
2160,0.07235864877449034,0.17469846641871495,0.18670188434561666,0.3994335411127675,0.1806440150621097,0.2027673111427398
37,0.21454464507122706,0.189392823804207,0.20295079041496944,0.18619869285867718,0.1865338598998055,0.19592416240977722
1005,0.1839038272814908,0.2014138123031984,0.18248199367488244,0.18296721210484718,0.1763725160881359,0.18542787229051091
20,0.1880867792658196,0.19128436288251957,0.17137784566300257,0.16968414486989303,0.20192425606434078,0.18447147774911513
3159,0.10740491100883685,0.1683595779700226,0.22344442039986395,0.17644764825359782,0.14332709994841566,0.16379673151614738
3146,0.227471937809462,0.02072321817865208,0.321249044928952,0.0011608132412338538,0.18331211576308892,0.1507834259842778
3156,0.25503838382067157,0.10635116029371863,0.07757639083130848,0.13814598990053806,0.15208688025078487,0.1458397610194043
735,0.07370100278288876,0.18033348485802214,0.12476430385243101,0.2249301727287476,0.11962438697797018,0.14467067024001196
18,0.12708556414294653,0.11816886750414243,0.13623903838232776,0.10802424542891145,0.11476517571153813,0.12085657823397325
2783,0.17895513227081006,0.04743480974954388,0.1791403577482846,0.03127002750220689,0.1471962996699367,0.11679932538815643
3053,0.05154771985778314,0.0005886253538110236,0.07009350817738533,0.2492633886367106,0.20616980113286779,0.11553260863171158
29,0.11571623316713406,0.12758770488822382,0.09547212575349762,0.09018630645299554,0.10696734375136956,0.10718594280264411
2801,0.19132555957847358,0.0391180619964227,0.06229251697079539,0.05244594721661539,0.03651584804215214,0.07633958676089184
115,0.07757370476783408,0.060236476469127054,0.06167606231068372,0.08573220199158137,0.08065669928923354,0.07317502896569196
35,0.057177245203952246,0.05582497504663363,0.11094993409413646,0.04685274106575581,0.06484280349417301,0.06712953978093024
36,0.06871459686831788,0.06659507446534402,0.06108180112966042,0.059931977159862364,0.06270425888014404,0.06380554170066574
15,0.06449963726909948,0.055223764769290404,0.06068006307965422,0.057044026310979316,0.05642394134384359,0.05877428655457341
1098,0.07899419275291235,0.08002749235981566,0.08115434783770298,0.02811405388232913,0.0035661451104505703,0.05437124638864214
373,0.055933210198903884,0.02920042493483692,0.05605836663723769,0.0548985988592171,0.061976519000267814,0.05161342392609268
729,0.06056060043798493,0.06588903530515233,0.02287825730006273,0.022698532516406012,0.054848260963226175,0.045374937304566446
169,0.04982414096973041,0.0416751457475918,0.055478873036257044,0.017172946838085384,0.052770214604136154,0.043384264239160156
380,0.03387541666984334,0.02549949326803602,0.04063471971622957,0.027933281782152382,0.0519901853557186,0.03598661935839598
435,0.03356834136712875,0.03366928751377184,0.031304882592579915,0.04336754779329736,0.035785951867971136,0.0355392022269498
1759,0.04937795411748805,0.003053314826856785,0.003925546162815926,0.0004710391668161588,0.1200418619567979,0.03537394324615496
1777,0.0016423656998196573,0.050437165308427984,0.0008437919076682774,0.006766401015662492,0.11481900089075443,0.03490174496446657
3169,0.0326684761203137,0.029959456835714004,0.032607269343218205,0.0299120584540386,0.03529046807533878,0.03208754576572466
928,0.0469721625971525,0.010824298610419964,0.032833126018972834,0.029579542530050976,0.018294118677772263,0.027700649686873708
1053,0.02910088447781316,0.0020172433836651766,0.025101346355740437,0.03908523918011653,0.028443524355927802,0.02474964755065262
16,0.02669575644440945,0.024207459081392373,0.02383742027355835,0.023983308100417093,0.022863408408663306,0.024317470461688112
3176,0.022386585686421417,0.021727777103270958,0.020890526170910566,0.02137629402270114,0.017716741459557227,0.020819584888572263
11,0.021894999799873253,0.022698039994224137,0.021722711554710967,0.012823593330398989,0.02362122308305268,0.020552113552452005
2483,0.025657383349577234,0.01883254097898813,0.020145225827274158,0.011124401368082836,0.022363941193834943,0.01962469854355146
886,0.009836143015542807,0.009902437557880842,0.021202423693210726,0.02585961587182736,0.019385011297879645,0.017237126287268277
774,0.011566882494333493,0.015238818827022597,0.01919741432758024,0.018656465491527267,0.018938686917311827,0.016719653611555085
2428,0.005394171921661252,0.017334817793029755,0.02006144435555188,0.034571786442686867,0.006216136748591855,0.01671567145230432
457,0.01708119197630649,0.018631572844359658,0.0188146739602055,0.01762145414689107,0.010536457582596468,0.016537070102071838
33,0.02140658876515265,0.016759178922775734,0.019658141970519422,0.012142954109737206,0.011421441287526802,0.01627766101114236
2029,0.0008464531791602057,0.03505374228617056,0.03457028768098098,0.00286032897946522,0.0031460039632843382,0.01529536321781226
1139,0.01627312685365812,0.011811513922030828,0.012950238583565933,0.017316396338140708,0.01739157600633213,0.015148570340745543
994,0.04649985221612075,0.004283652120676635,0.003647884287367305,0.006546681435267355,0.013843320782637654,0.014964278168413938
